,0
0,0.0013355259444338644
1,0.00043336823288529764
2,0.00023408149125413012
3,0.00023113655578834366
4,0.00014856728261176147
5,0.00019353374067215907
6,0.00010550083164127389
7,9.18079668777429e-05
8,7.611258666575687e-05
9,7.888790930198458e-05
10,7.08085388886135e-05
11,0.00011682224541328919
12,7.226373075102166e-05
13,7.983665705448944e-05
14,7.380078006657148e-05
15,7.625636365806401e-05
16,8.012580209237919e-05
17,7.525650917420826e-05
18,8.893830126562277e-05
19,0.0001134177521597909
20,8.444848132800275e-05
21,0.00012736797435180494
22,8.105792578643148e-05
23,8.398211605095157e-05
24,7.97726799932055e-05
25,8.181964560915079e-05
26,8.24090462715728e-05
27,8.49927883996173e-05
28,8.894067695655051e-05
29,0.0001245097537591035
30,8.702010887989073e-05
31,9.410559006341251e-05
32,0.00015095113835616805
33,0.00018851678634116905
34,0.00022064626748135666
35,9.521259707042592e-05
36,9.025479864661361e-05
37,9.043570066057109e-05
38,0.00012121505070802572
39,0.00010409004983077372
40,0.00029167835215729976
41,9.83206566453039e-05
42,9.844732623048203e-05
43,0.0002458663074175076
44,0.0002625313598123873
45,0.00010879102077206465
46,0.00010189727624795316
47,0.00014380958967835403
48,0.00011314869254419923
49,0.00011886853204280394
50,0.00019676947856397047
51,9.784578537119142e-05
52,0.00011130714363369096
53,0.00010300979722304446
54,9.689403523672825e-05
55,0.00010020540273793813
56,0.0003006990420097589
57,0.00011090501695339534
58,0.00011204292043964667
59,0.00010187977106781373
60,0.00010896509893574984
61,9.840733855581593e-05
62,0.00012456073783449263
63,0.00011290242087083381
64,0.00012065136477112408
65,9.436499534026566e-05
66,9.764736151108522e-05
67,0.00010255390469932466
68,9.51688618802941e-05
69,9.71875862277471e-05
70,0.00010997120515724839
71,0.0001360562652827582
72,0.00011250711254521688
73,9.794915450115655e-05
74,9.372915040759131e-05
75,9.664452702131443e-05
76,9.517232449279746e-05
77,9.339654409173342e-05
78,9.956979890834822e-05
79,9.073197947023072e-05
80,0.00011953153547934877
81,9.118004592771121e-05
82,0.00010083317958587745
83,9.117205890717909e-05
84,8.96777360889356e-05
85,8.888485801671766e-05
86,9.667847182309153e-05
87,9.369983977627968e-05
88,0.00011069281364385631
89,9.206597800607518e-05
90,9.691387641065523e-05
91,0.00010012092060782035
92,0.00010292986492456424
93,8.678521068272648e-05
94,0.00010523133818370857
95,0.00015869783397810835
96,9.515419441492005e-05
97,0.00010557569613712245
98,0.00010324772149231345
99,8.476178103173696e-05
