,0
0,0.001731634164386966
1,0.0008515227785259649
2,0.0008367475149789242
3,0.0008458355802285887
4,0.0007397763941501677
5,0.0009350855645017958
6,0.0008639720629688282
7,0.0009567831119421152
8,0.0010426708879159574
9,0.0011079207864871325
10,0.0010580373805581524
11,0.0011175754087579233
12,0.0010559786960160444
13,0.0009813080750406171
14,0.0009969831885863025
15,0.0010389334047172807
16,0.0010290305353179681
17,0.0010955095177906109
18,0.0011246058831534936
19,0.00108898803859984
20,0.0011297058582217506
21,0.0011435616737086797
22,0.0011621541726470853
23,0.001119310327418811
24,0.0011033464818569023
25,0.0011269696461135045
26,0.0011224911271909244
27,0.0011087691700465154
28,0.0010964919295798116
29,0.0011048871933511993
30,0.0011040658292230182
31,0.0010929667753722895
32,0.0010593647896816666
33,0.001062708918546318
34,0.0010846377184552498
35,0.0011026702443698152
36,0.0010827459304971981
37,0.0010818966829102409
38,0.0010522917856183233
39,0.0010667169272777016
40,0.0010498825262003789
41,0.001061241685198348
42,0.0010843346559113295
43,0.001074672216417688
44,0.0010656369266801833
45,0.001065372216636834
46,0.0010619610493529839
47,0.001063241432951097
48,0.001053690511727179
49,0.0010384226086463545
50,0.0010358719859467989
51,0.0010304811973117613
52,0.0010308448753550527
53,0.0010101537423720165
54,0.001005019029686952
55,0.0010030159576292046
56,0.0009972165046617343
57,0.0010010076798163256
58,0.0009803589650273586
59,0.0009799076458339628
60,0.0009858051836494424
61,0.0009707132225754726
62,0.0009750964093763704
63,0.0009563429074133097
64,0.0009590817890765443
65,0.0009429370482286512
66,0.0009522019568461411
67,0.0009396951437060745
68,0.0009308665219636835
69,0.0009355312272305707
70,0.0009264434362770085
71,0.0009271519739393809
72,0.0009185518210476228
73,0.0009133559961420053
74,0.0009073824175053595
75,0.0008995772877857691
76,0.0008903537916488015
77,0.0008860154409757676
78,0.0008900548185929506
79,0.0008837394017243939
80,0.0008744632717232543
81,0.000864923725965444
82,0.0008657353438046662
83,0.0008638851002592234
84,0.0008574914181638199
85,0.0008524878421715129
86,0.0008495252275013816
87,0.0008430363041157966
88,0.000840582302196597
89,0.0008361760804776915
90,0.0008300983519145193
91,0.000821107228352323
92,0.0008227818067690333
93,0.0008195228012870437
94,0.0008109010301375639
95,0.0008068023020595501
96,0.0008031097121582443
97,0.0008004616050189811
98,0.0007992219713778543
99,0.000791042490523671
